Brnd_Name,Gnrc_Name,Mftr_Name,Tot_Spndng_2018,Tot_Clms_2018,Tot_Benes_2018,Tot_Spndng_2019,Tot_Clms_2019,Tot_Benes_2019,Tot_Spndng_2020,Tot_Clms_2020,Tot_Benes_2020,Tot_Spndng_2021,Tot_Clms_2021,Tot_Benes_2021,Tot_Spndng_2022,Tot_Clms_2022,Tot_Benes_2022
Diphenoxylate-Atropine,"Diphenoxylate HCl/Atropine",Mylan,17423696.13,466590,208395,8799705.17,252310,122767,6439660.34,173824,75162,6289545.59,165275,71582,5686099.04,156996,70985
Diphenoxylate-Atropine,"Diphenoxylate HCl/Atropine","Winder Laborato","","","","","","","","","","","","",16944.86,1890,1659
Diphenoxylate-Atropine,"Diphenoxylate HCl/Atropine","Upsher-Smith La",226734.47,5428,4828,5282060.45,158096,73573,6381645.77,187562,81683,6556829.22,193248,85922,6027419.82,180220,83623
Diphenoxylate-Atropine,"Diphenoxylate HCl/Atropine",Roxane/West-War,557463.91,2698,1369,532824.11,2213,1190,544858.98,2136,1154,519418.08,2232,1175,483248.4,2031,1098
Diphenoxylate-Atropine,"Diphenoxylate HCl/Atropine","Mallinckrodt Ph","","","","","","","","","",771965.17,29085,20478,3720811.73,125026,61108
Diphenoxylate-Atropine,"Diphenoxylate HCl/Atropine","Ani Pharmaceuti",9603088.64,277300,126950,9017021.49,279783,125564,9224094.75,280734,122525,7705094.68,247104,110640,4512224.19,147029,69038
Diphenoxylate-Atropine,"Diphenoxylate HCl/Atropine","Bayshore Pharma","","","",611.31,30,23,27547.11,1021,591,4247.56,191,111,246850.22,6941,5510
Diphenoxylate-Atropine,"Diphenoxylate HCl/Atropine","Eci Pharmaceuti","","","","","","","","","",21975.81,652,385,52763.01,1727,956
Diphenoxylate-Atropine,"Diphenoxylate HCl/Atropine","Greenstone LLC.",641298.54,24358,14913,1742617.63,50426,25442,2612830.43,78117,33116,2028281.64,61820,26666,782707.77,26205,15509
Diphenoxylate-Atropine,"Diphenoxylate HCl/Atropine","Leading Pharma","","","","","","",148163.19,5729,3756,985592.96,33386,15934,2763792.72,86284,40979
Diphenoxylate-Atropine,"Diphenoxylate HCl/Atropine","Lannett Co. Inc",1273437.24,28320,13786,1639509.12,40634,18222,373907.83,10995,7413,25577.8,808,482,10536.32,336,176
"Diphtheria-Tetanus Toxoids-Ped","Tetanus,Diphtheria Toxd Ped/PF",Overall,22957.72,205,204,9675.95,105,103,11296.22,130,124,11577.48,153,144,10281.88,131,117
"Diphtheria-Tetanus Toxoids-Ped","Tetanus,Diphtheria Toxd Ped/PF",Sanofi-Pasteur,22957.72,205,204,9675.95,105,103,11296.22,130,124,11577.48,153,144,10281.88,131,117
Diprolene,"Betamethasone/Propylene Glyc",Overall,"","",71,"","",89,"","",58,"","",38,11451.25,48,23
Diprolene,"Betamethasone/Propylene Glyc","Organon LLC","","","","","","","","","","","","",11451.25,48,23
Dipyridamole,Dipyridamole,Overall,2829146.53,35568,7943,2549863.5,29511,6242,3161481.69,23704,5116,3050731.93,19094,4347,2430538.64,16220,3702
Dipyridamole,Dipyridamole,"Zydus Pharmaceu",869.22,37,19,"","","","","","","","","",59185.42,529,295
Dipyridamole,Dipyridamole,"Ani Pharmaceuti","","","","","","","","","","","","",111204.66,451,196
Dipyridamole,Dipyridamole,"Amneal Pharmace","","","","","","","","","",78619.19,495,400,1011567.06,6660,1884
Dipyridamole,Dipyridamole,"Rising Pharm",2828277.31,35531,7689,2549863.5,29511,6236,3161481.69,23704,5116,2972112.74,18599,4303,1247242.87,8548,2517
Dipyridamole,Dipyridamole,"Oxford Pharmace","","","","","","","","","","","","",1338.63,32,16
"Disopyramide Phosphate","Disopyramide Phosphate",Overall,3720611.82,16808,3258,3428551.33,14506,2950,3448305.01,13099,2806,3692493.53,13580,3039,3578887.37,12323,2823
"Disopyramide Phosphate","Disopyramide Phosphate","Teva USA",2443410.17,11409,2591,2477614.41,10678,2284,2464623.88,9678,2186,2669640.62,10175,2559,2524785.99,9045,2568
"Disopyramide Phosphate","Disopyramide Phosphate","Mayne Pharma In",1277201.65,5399,1439,492183.08,2112,887,15989.68,87,56,"","","",815658.02,2428,1154
"Disopyramide Phosphate","Disopyramide Phosphate","Greenstone LLC.","","","",458753.84,1716,671,967691.45,3334,942,1022852.91,3405,1162,238443.36,850,533
Disulfiram,Disulfiram,Overall,935517.04,12941,9260,1411522.39,17040,9480,1941457.83,18951,7319,2488658.14,24993,8355,2781510.01,26328,8574
Disulfiram,Disulfiram,"Alvogen Inc",892068.52,12310,4169,1404851.58,16956,6342,1940554.06,18940,6873,2037651.4,20555,7445,1995504.24,19139,6635
Disulfiram,Disulfiram,"Chartwell Rx Ll","","","","","","","","","",11139.52,57,53,132930.6,637,389
Disulfiram,Disulfiram,West-Ward/Hikma,43448.52,631,309,6670.81,84,39,903.77,11,"",424681.83,4239,1962,239201.35,1900,1058
Disulfiram,Disulfiram,"Sigmapharm Labo","","","","","","","","","",15185.39,142,139,413873.82,4652,1870
"Ditropan XL","Oxybutynin Chloride",Overall,674615.27,1594,394,603491.46,1299,323,573472.85,1140,271,514623.56,1083,252,365081.29,753,196
"Ditropan XL","Oxybutynin Chloride","Janssen Pharm.",674615.27,1594,394,603491.46,1299,323,573472.85,1140,271,514623.56,1083,252,365081.29,753,196
Diuril,Chlorothiazide,Overall,8721.11,172,47,11015.22,193,58,20133.88,330,119,24602.8,381,95,30867.46,457,157
Diuril,Chlorothiazide,"Salix Pharmaceu",8721.11,172,47,11015.22,193,58,20133.88,330,119,24602.8,381,95,30867.46,457,157
"Divalproex Sodium","Divalproex Sodium",Overall,130908919.81,3293695,447725,137069712.55,3384611,459270,135054245.24,3306411,449934,145255951.85,3227167,439234,149231928.68,3276198,442736
"Divalproex Sodium","Divalproex Sodium","Unichem Pharmac",21638487.16,866672,158280,24260347.9,961026,179825,24606232.22,1033130,178867,26689853.58,979016,158247,22716029.78,792263,136428
"Divalproex Sodium","Divalproex Sodium","Major Pharmaceu","","","",109693.7,1228,325,157437.71,3819,747,251967.48,4116,700,236498.97,3841,754
"Divalproex Sodium","Divalproex Sodium","Rising Pharm",9335126.6,315394,76314,11527044.21,369717,84048,10990167.19,314025,84903,4609922.46,108319,39002,6231119.48,151991,44504
"Divalproex Sodium","Divalproex Sodium","Upsher Smith La",3344637.03,133578,31974,3464204.96,121750,28738,12602366.87,356126,79368,23210948.95,533083,113013,22724901.76,528369,111203
"Divalproex Sodium","Divalproex Sodium","Dr.Reddy'S Lab",30725262.77,326818,54430,29495296.31,315527,54268,26549590.99,299617,52178,24647853.6,270347,47239,23231182.4,250917,44980
"Divalproex Sodium","Divalproex Sodium","Zydus Pharmaceu",39308868.99,488657,78751,40200123.59,494870,72620,36289471.08,456827,69068,26571203.12,324659,54411,20977465.62,236826,42815
"Divalproex Sodium","Divalproex Sodium","Bluepoint Labor","","","","","","","","","",1815353.7,58161,17219,6974010.47,234697,35266
"Divalproex Sodium","Divalproex Sodium","Ajanta Pharma L","","","","","","",599143.08,6294,4113,11341725.03,135009,25200,18974578.61,251400,37728
"Divalproex Sodium","Divalproex Sodium",AHP,199263.31,4123,839,197879.64,3567,656,44489.13,1420,331,38586.39,701,207,30191.88,574,118
"Divalproex Sodium","Divalproex Sodium","Sun Pharmaceuti",26353396.61,1158294,191629,27810897.72,1116743,188176,23211035.07,834948,151111,26073471.55,813531,132220,27132201.27,825145,131805
"Divalproex Sodium","Divalproex Sodium","Aurobindo Pharm",3877.34,159,62,4224.52,183,83,4311.9,205,78,5065.99,225,74,3748.44,175,55
"Divalproex Sodium ER","Divalproex Sodium",Overall,167577919.09,1816069,261308,145269886.41,1794537,257933,128441732.52,1756074,247116,138842888.44,1677603,239252,151598295.71,1628726,232711
"Divalproex Sodium ER","Divalproex Sodium","Amneal Pharmace",45176280.91,491597,90964,39391079.58,490565,89929,37902291.82,522547,82937,44675942.97,554675,86692,44895522.4,504899,80223
"Divalproex Sodium ER","Divalproex Sodium","Mylan Instituti",534659.22,6298,963,331535.2,4016,674,195443.56,2679,452,274644.8,3102,500,260383.19,3295,562
"Divalproex Sodium ER","Divalproex Sodium","Wockhardt USA L","","","","","","","","","","","","",781.53,25,15
"Divalproex Sodium ER","Divalproex Sodium","Unichem Pharmac","","","","","","","","","","","","",2587.65,46,31
"Divalproex Sodium ER","Divalproex Sodium","Northstar Rx Ll",19901264.38,223542,40827,18854258.09,241192,47624,12128044.48,202204,35954,12833587.34,176954,31381,13573470.84,160153,29703
"Divalproex Sodium ER","Divalproex Sodium",Mylan,26596754.88,263693,52498,4757017.39,63356,20008,1441242.79,22879,8589,1033475.84,16279,4252,865475.52,12552,3004
"Divalproex Sodium ER","Divalproex Sodium","Lupin Pharmaceu","","","","","","",142249.99,2147,1553,15934729.03,165178,41240,29309458.48,295499,56696
"Divalproex Sodium ER","Divalproex Sodium","Dr.Reddy'S Lab",41307519.88,463031,109493,48385251.39,574866,128731,43066034.16,547754,113316,27073247.33,314785,80615,28335635.28,293373,70068
"Divalproex Sodium ER","Divalproex Sodium","Bluepoint Labor",6554109.51,80880,14357,4637412.51,68717,13145,4142028.91,70347,12353,6054361.9,87427,13270,7573699.49,98108,14962
"Divalproex Sodium ER","Divalproex Sodium","Major Pharmaceu",202748.14,2476,633,440970.58,6056,2315,266257.18,4642,725,180216.26,3149,535,147615.41,2184,395
"Divalproex Sodium ER","Divalproex Sodium",AHP,54798.9,893,179,104538.63,1729,343,23148.45,730,145,7829.55,283,62,4759.78,237,64
"Divalproex Sodium ER","Divalproex Sodium","Aurobindo Pharm",27249783.27,283659,68946,28367823.04,344040,82777,29134991.18,380145,72171,30774853.42,355771,71443,26628906.14,258355,54400
Divigel,Estradiol,Overall,1681805.2,8989,2305,1885833.59,9271,2375,2211360.09,9718,2376,2772444.55,10755,2674,3027712.44,11059,2929
Divigel,Estradiol,Vertical/Avion,1681805.2,8989,2305,1885833.59,9271,2375,2211360.09,9718,2376,2772444.55,10755,2674,3027712.44,11059,2929
"Dobutamine HCl","Dobutamine HCl",Overall,45416.36,410,45,50090.48,514,41,18873.49,199,14,3352.12,45,"",16064.65,163,15
"Dobutamine HCl","Dobutamine HCl",Hospira/Pfizer,45416.36,410,45,50090.48,514,41,18873.49,199,14,3352.12,45,"",16064.65,163,15
"Dobutamine HCl-D5W","Dobutamine HCl In Dextrose 5 %",Overall,17376.92,152,26,33009.39,296,36,12744.17,129,"",9622.52,88,14,17968.67,142,11
"Dobutamine HCl-D5W","Dobutamine HCl In Dextrose 5 %","Baxter Healthca",17376.92,152,19,33009.39,296,30,12744.17,129,"",9622.52,88,12,17968.67,142,11
Docetaxel,Docetaxel,Overall,1024759.39,975,278,869807.95,1300,368,873297.15,1252,345,1037457.75,1511,389,1494156.63,1826,492
Docetaxel,Docetaxel,"Xiromed, LLC","","","","","","","","","",23348.56,13,"",62449.35,61,27
Docetaxel,Docetaxel,West-Ward/Hikma,"","","","","","","","","","","","",11352.39,57,25
Docetaxel,Docetaxel,"Sun Pharma Glob","","","","","","","","","",19200.01,30,14,213991.61,92,33
Docetaxel,Docetaxel,"Mylan Instituti","","","",40877.9,38,17,238168.18,172,46,229188.58,220,65,69109.24,53,20
Docetaxel,Docetaxel,"Winthrop US",758786.31,729,201,323977.36,703,195,254631,517,158,254461.18,577,155,257286.42,552,160
Docetaxel,Docetaxel,"Sagent Pharmace",5469.11,35,12,10268.6,78,17,16057.99,123,36,15139.61,93,32,9496.82,75,32
Docetaxel,Docetaxel,"Ingenus Pharmac","","","",140415.76,101,35,182890.07,121,37,259516.41,151,41,154829.48,98,33
Docetaxel,Docetaxel,Hospira/Pfizer,37677.78,89,37,20862.43,56,26,23968.41,55,23,74947.56,188,59,110065.92,296,94
Docetaxel,Docetaxel,Sandoz,186978.09,103,35,298618.22,249,70,127856.53,105,34,142540.83,144,46,584357.89,441,140
Docetaxel,Docetaxel,Auromedics-Eugi,"","","","","","","","","","","","",7346.17,44,14
Docetaxel,Docetaxel,Actavis/Teva,35848.1,19,"",13368.65,14,"","","","",4529.61,12,"",5941.45,17,""
Docetaxel,Docetaxel,"Baxter Healthca","","","",21419.03,61,21,19322.37,45,13,6836.77,18,"",6406.07,27,""
Docetaxel,Docetaxel,"Armas Pharmaceu","","","","","","",10402.6,114,35,7748.63,65,32,1523.82,13,""
Dodex,"Cyanocobalamin (Vitamin B-12)",Overall,"","","","","","","","","","","","",19601.09,1445,1059
Dodex,"Cyanocobalamin (Vitamin B-12)","Accord Healthca","","","","","","","","","","","","",19601.09,1445,1059
Dofetilide,Dofetilide,Overall,84983079.11,167683,45900,91135828.08,199445,51243,90846922.11,255723,54030,83868161.78,271983,57253,81548582.5,274552,60389
Dofetilide,Dofetilide,"Mayne Pharma In",66882829.03,134454,32006,14520222.16,30904,13551,5118218.62,16391,6732,2623289.21,9043,4089,1640517.39,5356,2267
Dofetilide,Dofetilide,"Sun Pharma Glob","","","",691556.59,1752,1347,9242689.71,29677,11011,18942187.65,77315,21956,20667041.72,80270,22592
Dofetilide,Dofetilide,"Sigmapharm Labo",121023.16,286,162,6017493.36,18240,5632,9825031.17,35907,9172,3471456.85,13315,5985,305343.57,1251,502
Dofetilide,Dofetilide,"Novadoz Pharmac","","","","","","",4318711.27,11258,6949,12449236.72,35624,11051,19354078.04,55455,18138
Dofetilide,Dofetilide,"Northstar Rx Ll",2686037.3,6126,4155,14680284.85,37845,9335,13997175.84,41289,9336,7030245.64,23268,7388,4712784.12,15738,5193
Dofetilide,Dofetilide,"Bionpharma Inc.",15293189.62,26817,11699,54835212.79,109875,30700,39161363.38,101418,31422,22876006.84,65177,19997,12679123.46,41392,15196
Dofetilide,Dofetilide,"Major Pharmaceu","","","","","","","","","",10730.38,53,33,20134.52,86,46
Dofetilide,Dofetilide,"Aurobindo Pharm","","","",298093.19,576,520,8135813.27,15950,4523,8322166.25,15222,4299,7837943.7,14693,4450
Dofetilide,Dofetilide,"Accord Healthca","","","","","","",933513.74,3316,2130,8052955.96,32530,10357,14295008.84,60149,15993
Dofetilide,Dofetilide,Avkare,"","","",92965.14,253,170,114405.11,517,164,89886.28,436,184,36607.14,162,90
Dojolvi,TriHEPtanoin,Overall,"","","","","","","","","",1425380.11,77,11,2240767.81,120,18
Dojolvi,TriHEPtanoin,"Ultragenyx Phar","","","","","","","","","",1425380.11,77,11,2240767.81,120,18
Dolishale,Levonorgestrel/Ethin.Estradiol,Overall,"","","","","","","","","",2128.39,38,15,8492.54,139,37
Dolishale,Levonorgestrel/Ethin.Estradiol,"Ingenus Pharmac","","","","","","","","","",2128.39,38,15,8492.54,139,37
"Donepezil HCl","Donepezil HCl",Overall,126563046.98,8241165,1400723,123780909.95,7977963,1405817,115200155.12,7577721,1381360,110120254.42,7374618,1407990,113523230.44,7464241,1434834
"Donepezil HCl","Donepezil HCl","Gsms, Inc.",586.66,99,59,5907.6,1061,205,6582.3,1174,195,3888.27,800,131,2519.74,596,134
"Donepezil HCl","Donepezil HCl","Torrent Pharmac",12457625.2,1073832,194689,5339402.81,405486,135047,3537746.52,254970,74469,3835466.18,267531,89635,4472505.44,287966,94060
"Donepezil HCl","Donepezil HCl",Vensun/Strides,617242.75,62013,18837,612422.92,41115,13123,73489.73,8394,2747,39554.15,4227,1426,28402.41,2657,753
"Donepezil HCl","Donepezil HCl","Solco Healthcar",52172490.86,4043177,809077,60782392.75,4462284,981324,63339469.67,4766589,985622,72169734.31,5345141,1103606,74580735.63,5316905,1093154
"Donepezil HCl","Donepezil HCl","Strides Pharma","","","","","","",178.24,21,16,21934.72,1992,877,4469.09,368,127
"Donepezil HCl","Donepezil HCl","Rising Pharm","","","","","","","","","","","","",2393703.49,240237,106549
"Donepezil HCl","Donepezil HCl","TWI Pharmaceuti",3798941.42,28203,6991,3170260.48,24902,6398,2305056.03,19113,4208,2327008.95,19095,4251,3444350.97,27259,6563
"Donepezil HCl","Donepezil HCl","Jubilant Cadist",16638384.17,954303,277636,14952194.48,913565,312150,11450039.1,717305,238569,2164387.52,116919,49424,216927.04,15314,6791
"Donepezil HCl","Donepezil HCl","Ranbaxy Pharmac",3198.87,548,197,1312.16,172,54,635.83,91,31,920.77,122,44,518.45,81,27
"Donepezil HCl","Donepezil HCl","Dr.Reddy'S Lab",6204456.51,41880,11000,2992656.73,24767,8678,2777403.27,20982,5709,2637340.58,20004,6239,4100130.01,28676,9210
"Donepezil HCl","Donepezil HCl","Alembic Pharmac",2284007.52,215843,44249,1852952.7,154676,59018,198590.27,21847,7327,51959.35,6367,1428,20708.1,2271,491
"Donepezil HCl","Donepezil HCl","Lupin Pharmaceu",2620349.54,15615,4027,1680153.25,12551,3731,1625229.56,11145,3202,1542420.2,9829,2950,672577.57,4749,2137
"Donepezil HCl","Donepezil HCl",AHP,4865.36,436,115,11186.5,882,284,4899.88,476,108,1915.89,138,37,291.91,31,21
"Donepezil HCl","Donepezil HCl","Camber Pharmace",7029453.49,531470,139322,9565702.72,669105,174601,7774532.61,530096,132973,5063111.13,455209,120935,4847884.7,390304,109975
"Donepezil HCl","Donepezil HCl","Major Pharmaceu",160536.9,19315,4976,115196.09,15940,3946,79930.43,12122,2149,57613.19,9259,1680,45547.54,7689,1610
"Donepezil HCl","Donepezil HCl","Aci Healthcare","","","","","","","","","",309.32,26,25,288240.52,26031,9822
"Donepezil HCl","Donepezil HCl","Bi-Coastal Phar",1123.4,252,120,289.05,54,23,484.54,98,32,810.57,158,43,867.49,136,34
"Donepezil HCl","Donepezil HCl","Macleods Pharma",22536558.6,1250081,233964,22670120.93,1248063,269300,22006619.36,1210744,248339,20188733.76,1115970,250268,18390936.39,1111379,255047
"Donepezil HCl","Donepezil HCl","Aurobindo Pharm",33225.73,4098,803,28758.78,3340,633,19267.78,2554,534,13145.56,1831,453,11913.95,1592,422
"Donepezil HCl ODT","Donepezil HCl",Overall,1743274.11,58144,13846,1622098.96,53866,13632,1505318.3,46693,12061,1408889.7,41633,11043,1338157.07,41453,11326
"Donepezil HCl ODT","Donepezil HCl","Unichem Pharmac",230008.17,7735,2970,399298.78,12938,4778,24321.49,964,449,5283.7,213,71,4212.5,147,53
"Donepezil HCl ODT","Donepezil HCl",Sandoz,238873.34,7061,2686,22037.19,814,247,12015.47,569,159,9627.35,375,118,5781.67,226,83
"Donepezil HCl ODT","Donepezil HCl","Macleods Pharma",1231212.93,41720,11208,1183527.18,39485,11337,1460329.29,44747,11745,1385361.59,40666,10848,1323179.42,40841,11187
"Donepezil HCl ODT","Donepezil HCl","Zydus Pharmaceu",43179.67,1628,563,17235.81,629,192,8652.05,413,115,8617.06,379,119,4983.48,239,86
Doptelet,"Avatrombopag Maleate",Overall,3160142.81,270,227,8178777.61,860,570,18925776.22,1850,633,34706105.14,3039,874,60589108.15,4856,1199
Doptelet,"Avatrombopag Maleate","Akarx, Inc.",3160142.81,270,227,8178777.61,860,570,18925776.22,1850,633,34706105.14,3039,874,60589108.15,4856,1199
Doryx,"Doxycycline Hyclate",Overall,114481.07,92,35,119878.5,82,26,101444.39,65,21,85980.52,44,11,77972.97,49,15
Doryx,"Doxycycline Hyclate","Mayne Pharma In",114481.07,92,35,119878.5,82,26,101444.39,65,21,85980.52,44,11,77972.97,49,15
"Doryx Mpc","Doxycycline Hyclate",Overall,78786.58,158,92,62635.49,144,73,64227.06,125,53,43583.33,88,31,37446.81,70,31
"Doryx Mpc","Doxycycline Hyclate","Mayne Pharma In",78786.58,158,92,62635.49,144,73,64227.06,125,53,43583.33,88,31,37446.81,70,31
"Dorzolamide HCl","Dorzolamide HCl",Overall,21634277.54,840624,260780,32211665.71,984296,272871,33722938.01,954671,260819,33051774.64,953029,269726,30893950.82,1003938,278820
"Dorzolamide HCl","Dorzolamide HCl","Micro Labs USA,","","","",41069.84,1227,1225,9756191.66,313744,105172,10131555.1,355167,108708,10803922.48,398940,125540
"Dorzolamide HCl","Dorzolamide HCl",Sandoz,8851152,323537,133359,11556323.54,319646,103690,10805180.19,254944,78252,9653004.64,220974,67671,7741406.39,188452,64042
"Dorzolamide HCl","Dorzolamide HCl","Leading Pharma","","","","","","",238383.46,9074,4362,71955.79,2916,1965,1404964.37,50556,23487
"Dorzolamide HCl","Dorzolamide HCl","Gsms, Inc.",4989.64,552,211,2639.39,308,104,1349.76,166,67,1762.17,196,58,1496.54,161,57
"Dorzolamide HCl","Dorzolamide HCl","Bausch & Lomb I",7099287.16,283458,117855,10778970.27,348082,127732,7152099.35,218061,81216,7262241.3,218658,74883,6715158.4,236047,83411
"Dorzolamide HCl","Dorzolamide HCl","Biocon Pharma I","","","","","","","","","","","","",902265.19,29997,20636
"Dorzolamide HCl","Dorzolamide HCl","Hi-Tech/Akorn C",5678848.74,233077,103829,9832662.67,315033,109750,5769733.59,158682,61870,5931255.64,155118,51742,3324737.45,99785,45839
Dorzolamide-Timolol,"Dorzolamide HCl/Timolol Maleat",Overall,44812854.97,1578441,457693,88154654.59,1807681,500398,92945308.14,2008774,537585,82546556.35,2170191,593970,78994371.65,2399535,648452
Dorzolamide-Timolol,"Dorzolamide HCl/Timolol Maleat","Somerset Therap","","","",410104.21,7704,7568,22173466.33,580760,229489,9492641.39,491819,177717,8287073.64,510825,191328
Dorzolamide-Timolol,"Dorzolamide HCl/Timolol Maleat","Micro Labs USA,","","","","","","",4139021.3,100095,62399,15305520.77,354882,117395,18767155.34,502547,190425
Dorzolamide-Timolol,"Dorzolamide HCl/Timolol Maleat","Bausch & Lomb I",18201462.9,688976,262715,29170320.96,668350,250679,29137485.26,587156,216285,27486891.81,600335,184007,27938394.47,716839,247963
